num_samples,split,case,prompt_pair,mean_text_embedding_cosine,mean_text_embedding_delta_norm,mean_state_normalized_mse,mean_intermediate_mask_logit_normalized_mse,mean_intermediate_soft_dice,mean_intermediate_binary_dice,mean_intermediate_probability_mae,mean_intermediate_target_to_source_foreground_ratio,mean_final_soft_dice,mean_final_binary_dice,mean_final_probability_mae,mean_final_target_to_source_foreground_ratio,intermediate_both_empty_count,intermediate_source_to_empty_collapse_count,final_both_empty_count,final_source_to_empty_collapse_count
4,train,HEM_PA97.nii.gz,liver -> segment the liver,0.652979850769043,113.48493957519531,0.16899804398417473,0.03814674052409828,0.5759934101216979,0.5819378708330545,0.011568783374968916,0.5010975086243904,0.5713027864779997,0.6004249751652765,0.010635343263857067,0.5265635753230441,0,1,0,1
4,train,HEM_PA97.nii.gz,liver -> the liver,0.9907225370407104,18.397459030151367,0.0028379278955981135,0.001254396207514219,0.9375700950622559,0.9782790988683701,0.0009398636248079129,1.019854498349122,0.9072603732347488,0.973424881696701,0.0011371022919774987,0.9962423064251296,0,0,0,0
4,train,HEM_PA97.nii.gz,liver -> the liver organ,0.9619531035423279,37.39681625366211,0.007480667205527425,0.0010289920901414007,0.9296402186155319,0.9609750211238861,0.0013253635916044004,0.9385007167265232,0.9085406213998795,0.9727211743593216,0.001449654359021224,0.9601566250742517,0,0,0,0
4,train,HEM_PA97.nii.gz,the liver -> liver,0.9907225370407104,18.397459030151367,0.002777234767563641,0.0011839584331028163,0.9375700950622559,0.9782790988683701,0.0009398636248079129,0.9809621958641801,0.9072603732347488,0.973424881696701,0.0011371022919774987,1.0043370353564836,0,0,0,0
4,train,HEM_PA99.nii.gz,liver -> liver organ,0.9665619730949402,35.05427551269531,0.003004845042596571,0.0007917631533018721,0.9648448079824448,0.9932479411363602,0.0005581366058436333,0.743983563078628,0.9649259895086288,0.9950524568557739,0.0003392820362933039,0.7426306534198931,1,0,1,0
4,train,HEM_PA99.nii.gz,liver -> segment the liver,0.652979850769043,113.48493957519531,0.06803332653362304,0.014228860076400451,0.8648893982172012,0.8818729221820831,0.0070879670093107385,0.581117764914124,0.9000140130519867,0.9234794825315475,0.004780759452842343,0.637725484987723,1,0,1,0
4,train,HEM_PA99.nii.gz,liver -> the liver,0.9907225370407104,18.397459030151367,0.0019276256134617142,0.0013496294523065444,0.9604896903038025,0.9826312512159348,0.001371166217743382,0.7839512285556671,0.96323661506176,0.9921225756406784,0.000567129274713816,0.7557247807142897,1,0,1,0
4,train,HEM_PA99.nii.gz,liver -> the liver organ,0.9619531035423279,37.39681625366211,0.0038166696031112224,0.0006294656450336333,0.9621616899967194,0.98691226541996,0.0011285183864359488,0.7737873937289277,0.9633561968803406,0.9922814518213272,0.0005525090964511243,0.7556810777630487,1,0,1,0
4,train,HEM_PA99.nii.gz,the liver -> liver,0.9907225370407104,18.397459030151367,0.0018901183138950728,0.0012597625827766024,0.9604896903038025,0.9826312512159348,0.001371166217743382,0.7180432437149558,0.96323661506176,0.9921225756406784,0.000567129274713816,0.7445878228117474,1,0,1,0
4,val,CYST_PA62.nii.gz,liver -> liver organ,0.9665619730949402,35.05427551269531,0.06992697349051014,0.03880962131188426,0.6942954718397232,0.7175709316699459,0.006755418435205783,0.4461980406518953,0.6743564549833536,0.721164439804852,0.007409136713249611,0.43908654844460643,1,1,1,0
4,val,CYST_PA62.nii.gz,liver -> segment the liver,0.652979850769043,113.48493957519531,0.1886508900206536,0.08178726339247078,0.54297778850817,0.5392213324277355,0.013275663601237109,0.23385903070255754,0.5636910349147259,0.5793243050591238,0.012663675937801653,0.2854278359700579,1,1,1,1
4,val,CYST_PA62.nii.gz,liver -> the liver,0.9907225370407104,18.397459030151367,0.0023338772080023773,0.0014580383758584503,0.9420691430568695,0.9793994128704071,0.0011174873798169822,0.7900570707742353,0.8804924339056015,0.9789596498012543,0.0012395664525683997,0.7292743706718651,1,0,1,0
4,val,CYST_PA62.nii.gz,liver -> the liver organ,0.9619531035423279,37.39681625366211,0.013112502929288894,0.0040578822226962075,0.9238451421260834,0.9539963603019714,0.002124743274183367,0.6882244740850492,0.8642163276672363,0.9461306035518646,0.002586802991572776,0.6647464183196967,1,0,1,0
4,val,CYST_PA62.nii.gz,the liver -> liver,0.9907225370407104,18.397459030151367,0.002288541421876289,0.001353133435259224,0.9420691430568695,0.9793994128704071,0.0011174873798169822,0.7120460287780391,0.8804924339056015,0.9789596498012543,0.0012395664525683997,0.7718274358726092,1,0,1,0
4,val,HEM_PA107.nii.gz,liver -> liver organ,0.9665619730949402,35.05427551269531,0.0030768637370783836,0.0005508777830982581,0.9663165062665939,0.9940047115087509,0.0004386440159813003,0.7391064533921676,0.9342381507158279,0.9875703454017639,0.0007404597417917278,0.7282853998957846,1,0,1,0
4,val,HEM_PA107.nii.gz,liver -> segment the liver,0.652979850769043,113.48493957519531,0.0721297754207626,0.013161857277736999,0.8439006805419922,0.8562219738960266,0.007707120734418265,0.526410137312393,0.8354907035827637,0.8615808635950089,0.007108750869520069,0.5428360803061358,1,0,1,0
4,val,HEM_PA107.nii.gz,liver -> the liver,0.9907225370407104,18.397459030151367,0.0021091524613439105,0.0013270251874928363,0.9651841968297958,0.9940086007118225,0.0005769005802259132,0.7611119981420733,0.9316938072443008,0.9849400818347931,0.0008822936215438213,0.7346533832370987,1,0,1,0
4,val,HEM_PA107.nii.gz,liver -> the liver organ,0.9619531035423279,37.39681625366211,0.004137058524065651,0.0006538550078403205,0.9644342660903931,0.9956665933132172,0.0004968020439871497,0.7509853906000522,0.9301840215921402,0.9825431108474731,0.0010054257581942555,0.7288218998141964,1,0,1,0
4,val,HEM_PA107.nii.gz,the liver -> liver,0.9907225370407104,18.397459030151367,0.002057949335721787,0.0012371782613627147,0.9651841968297958,0.9940086007118225,0.0005769005802259132,0.7390625,0.9316938072443008,0.9849400818347931,0.0008822936215438213,0.7657244967720078,1,0,1,0
4,val,HEM_PA29.nii.gz,liver -> liver organ,0.9665619730949402,35.05427551269531,0.0024873094371287152,0.0006869814824312925,0.9507029056549072,0.9900448471307755,0.0003128801618709241,0.4945181134654819,0.9634609818458557,0.9935236275196075,0.0002859700325644274,0.49043684277624233,2,0,2,0
4,val,HEM_PA29.nii.gz,liver -> segment the liver,0.652979850769043,113.48493957519531,0.06786221277434379,0.02362954652926419,0.8079507052898407,0.8263209909200668,0.004784441320383432,0.27800068352699936,0.8662392050027847,0.8808337152004242,0.0038594185607510505,0.33823493441511104,2,0,2,0
4,val,HEM_PA29.nii.gz,liver -> the liver,0.9907225370407104,18.397459030151367,0.0020266809551685583,0.0010886084355661296,0.946294829249382,0.9804340749979019,0.0007482230431243297,0.5415994531784005,0.9636147022247314,0.9935433268547058,0.00030039086414041123,0.5023399860018853,2,0,2,0
4,val,HEM_PA29.nii.gz,liver -> the liver organ,0.9619531035423279,37.39681625366211,0.0028605955449165776,0.0004549805598799139,0.9465305358171463,0.9857273250818253,0.0005583203748921685,0.5239234449760766,0.9617013037204742,0.9915642142295837,0.0003882682794939924,0.4975963783158932,2,0,2,0
4,val,HEM_PA29.nii.gz,the liver -> liver,0.9907225370407104,18.397459030151367,0.0020171977048448753,0.0010581584501778707,0.946294829249382,0.9804340749979019,0.0007482230431243297,0.46303265468315374,0.9636147022247314,0.9935433268547058,0.00030039086414041123,0.4978138238164019,2,0,2,0
4,val,HEP_PA28.nii.gz,liver -> liver organ,0.9665619730949402,35.05427551269531,0.11002444638870656,0.048088389390613884,0.5396085909970108,0.5753641955029112,0.007492725068004802,0.5259277105566859,0.6677452921880512,0.7176079303037621,0.008255300523160258,0.6975750929437017,0,1,0,1
4,val,HEP_PA28.nii.gz,liver -> segment the liver,0.652979850769043,113.48493957519531,0.17878918908536434,0.07025514775887132,0.38003139474270753,0.39193568990542277,0.010314127488527447,0.3468935527239414,0.4181847535086231,0.43885520473236816,0.011093811830505729,0.3983727597757353,0,2,0,1
4,val,HEP_PA28.nii.gz,liver -> the liver,0.9907225370407104,18.397459030151367,0.028775068931281567,0.014424189837882295,0.6818906553089619,0.7320614447817206,0.006871964375022799,0.7445364756940376,0.7550982907414436,0.8139944300055504,0.0064669346902519464,0.7752300659350477,0,0,0,0
4,val,HEP_PA28.nii.gz,liver -> the liver organ,0.9619531035423279,37.39681625366211,0.1054049861850217,0.04330192762427032,0.5953611887461393,0.6119215793382269,0.00728278447422781,0.5700318854029102,0.6612287312759226,0.7108066976081826,0.008413176456087967,0.6915359973887766,0,1,0,1
4,val,HEP_PA28.nii.gz,the liver -> liver,0.9907225370407104,18.397459030151367,0.039477714570239186,0.021944659965811297,0.6818906553089619,0.7320614447817206,0.006871964375022799,18.81312312847372,0.7550982907414436,0.8139944300055504,0.0064669346902519464,1.933106409562217,0,0,0,0
